study,kind,record_index,phase,status,clock_boot_id,start_ns,finish_ns,duration_s,bytes_acquired,details
development,inherited_or_current_setup,63,predecessor-study-attempt,INTERRUPTED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286221035006817,286226108645968,5.073639151,0,"{""expected_requests"":8,""observed_requests"":2,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-cc513b5d391e4bb3bea79ce3ebb22a91"",""source_attempt_sha256"":""2c0d1d315f72aadf430b75ce03976c6626b4a55d46a50f9d22c57a6ee57c6965"",""source_config_sha256"":""37cc160d896fb7cc67650a70d97cb3d943c5be65a47fb99f192343b5af815896"",""source_recipe_sha256"":""46db99c115954c09232f213466cd1a77985a1ac2155ec2e88f49c69be3e98506"",""source_session_id"":""56c1998cbb4d433495748bd1a52360d3""}"
confirmation-14b,inherited_or_current_setup,64,recovery-reconciliation,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286226108645968,286226205757203,0.097111235,0,"retained interrupted/publication attempt; recovery wait, raw hashing and finalization"
development,inherited_or_current_setup,64,recovery-reconciliation,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286226108645968,286226205757203,0.097111235,0,"retained interrupted/publication attempt; recovery wait, raw hashing and finalization"
confirmation-14b,inherited_or_current_setup,65,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286226535553077,286236453058457,9.91750538,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-069fb03c85f744e18b7d17139ba5d6cb"",""source_attempt_sha256"":""81c42f2203bd8a27ed71d9c503e4896ce5463aba1503026d641902fc85834c54"",""source_config_sha256"":""37cc160d896fb7cc67650a70d97cb3d943c5be65a47fb99f192343b5af815896"",""source_recipe_sha256"":""46db99c115954c09232f213466cd1a77985a1ac2155ec2e88f49c69be3e98506"",""source_session_id"":""56c1998cbb4d433495748bd1a52360d3""}"
development,inherited_or_current_setup,65,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286226535553077,286236453058457,9.91750538,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-069fb03c85f744e18b7d17139ba5d6cb"",""source_attempt_sha256"":""81c42f2203bd8a27ed71d9c503e4896ce5463aba1503026d641902fc85834c54"",""source_config_sha256"":""37cc160d896fb7cc67650a70d97cb3d943c5be65a47fb99f192343b5af815896"",""source_recipe_sha256"":""46db99c115954c09232f213466cd1a77985a1ac2155ec2e88f49c69be3e98506"",""source_session_id"":""56c1998cbb4d433495748bd1a52360d3""}"
confirmation-14b,inherited_or_current_setup,66,runtime-admission,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286662450598853,286664837422693,2.38682384,0,recipe/setup/hardware/prior-cost admission; actual shard and binary verification occurs inside each retained attempt
development,inherited_or_current_setup,66,runtime-admission,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286662450598853,286664837422693,2.38682384,0,recipe/setup/hardware/prior-cost admission; actual shard and binary verification occurs inside each retained attempt
confirmation-14b,inherited_or_current_setup,67,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286664919545199,286674866715203,9.947170004,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-95b5419029c448338f1073c7165f594a"",""source_attempt_sha256"":""0347fce0e2da158c2d6b7a63b0e31f9c126d0767f713572ec1841cd5922c2df3"",""source_config_sha256"":""b9b953174dcab1bf132a7c96d7f8dadfd91bee26acbfd23f87b1d789ef7ca440"",""source_recipe_sha256"":""1867f2c64e90e172b3e0085262eec69e32ddd1a43ddd532a7f7bae2954ef654f"",""source_session_id"":""30b314dd46ec43dc806918899647fb5c""}"
development,native_attempt,attempt-95b5419029c448338f1073c7165f594a,attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286664919545199,286674866715203,9.947170004,,baseline
confirmation-14b,inherited_or_current_setup,68,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286674866715203,286674983579389,0.116864186,0,raw hashing and immutable recipe-attempt publication
development,inherited_or_current_setup,67,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286674866715203,286674983579389,0.116864186,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,69,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286675072694215,286685049469663,9.976775448,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-cdfa74b562fa44cea228a4ecb7b7dc97"",""source_attempt_sha256"":""7f56e31e8ccd47df0b4b329397766309fee4124493605c6cebef6433d3740e16"",""source_config_sha256"":""b9b953174dcab1bf132a7c96d7f8dadfd91bee26acbfd23f87b1d789ef7ca440"",""source_recipe_sha256"":""1867f2c64e90e172b3e0085262eec69e32ddd1a43ddd532a7f7bae2954ef654f"",""source_session_id"":""30b314dd46ec43dc806918899647fb5c""}"
development,native_attempt,attempt-cdfa74b562fa44cea228a4ecb7b7dc97,attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286675072694215,286685049469663,9.976775448,,candidate
confirmation-14b,inherited_or_current_setup,70,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286685049469663,286685187058971,0.137589308,0,raw hashing and immutable recipe-attempt publication
development,inherited_or_current_setup,68,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286685049469663,286685187058971,0.137589308,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,71,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286685309776718,286695319408898,10.00963218,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-a80e37f0d3f84a1389dfec4fd0cf9dd5"",""source_attempt_sha256"":""42da30575fac2838ba6300847a2dfcdc869f5631d7d93cc1eed0a2615f8f99f8"",""source_config_sha256"":""b9b953174dcab1bf132a7c96d7f8dadfd91bee26acbfd23f87b1d789ef7ca440"",""source_recipe_sha256"":""1867f2c64e90e172b3e0085262eec69e32ddd1a43ddd532a7f7bae2954ef654f"",""source_session_id"":""30b314dd46ec43dc806918899647fb5c""}"
development,native_attempt,attempt-a80e37f0d3f84a1389dfec4fd0cf9dd5,attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286685309776718,286695319408898,10.00963218,,candidate
confirmation-14b,inherited_or_current_setup,72,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286695319408898,286695490554791,0.171145893,0,raw hashing and immutable recipe-attempt publication
development,inherited_or_current_setup,69,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286695319408898,286695490554791,0.171145893,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,73,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286695621386795,286705668593587,10.047206792,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-8491a78c65ed49c4bcd802b881f8f339"",""source_attempt_sha256"":""f1ab9368861989a4ede5320e547eea3b91e87d2b961e919105248f367745a004"",""source_config_sha256"":""b9b953174dcab1bf132a7c96d7f8dadfd91bee26acbfd23f87b1d789ef7ca440"",""source_recipe_sha256"":""1867f2c64e90e172b3e0085262eec69e32ddd1a43ddd532a7f7bae2954ef654f"",""source_session_id"":""30b314dd46ec43dc806918899647fb5c""}"
development,native_attempt,attempt-8491a78c65ed49c4bcd802b881f8f339,attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286695621386795,286705668593587,10.047206792,,baseline
confirmation-14b,inherited_or_current_setup,74,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286705668593587,286705871005041,0.202411454,0,raw hashing and immutable recipe-attempt publication
development,inherited_or_current_setup,70,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286705668593587,286705871005041,0.202411454,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,75,runtime-admission,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286830900595691,286833544393615,2.643797924,0,recipe/setup/hardware/prior-cost admission; actual shard and binary verification occurs inside each retained attempt
confirmation-14b,inherited_or_current_setup,76,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286833595110128,286971775588452,138.180478324,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-cc3ebd7fc6654be7a2ace9632c7238f7"",""source_attempt_sha256"":""1a75ec8f4ba978006b96bcf48b42c055cd871f0ae4f29ece45f64a4a26b9a0be"",""source_config_sha256"":""36d2729b509eb06d511286ac4cb2f03c8cf5d919afe37d85cc128e3ef5d54d9f"",""source_recipe_sha256"":""18bd463c586e307baf064a6ae2bd87b5231adbf417cdd160003505b4287d6527"",""source_session_id"":""18c63155c4994eb8853e9db808e5e615""}"
confirmation-14b,inherited_or_current_setup,77,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286971775588452,286971871037764,0.095449312,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,78,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,286971948487186,287065060649912,93.112162726,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-e1654646befe488b9c24685b6c55cda6"",""source_attempt_sha256"":""d2928f314b97efaf20162a1e4e3049d21ecf531709d15e8f844e2846bd7a51b9"",""source_config_sha256"":""36d2729b509eb06d511286ac4cb2f03c8cf5d919afe37d85cc128e3ef5d54d9f"",""source_recipe_sha256"":""18bd463c586e307baf064a6ae2bd87b5231adbf417cdd160003505b4287d6527"",""source_session_id"":""18c63155c4994eb8853e9db808e5e615""}"
confirmation-14b,inherited_or_current_setup,79,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287065060649912,287065187555401,0.126905489,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,80,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287065294665959,287158647054036,93.352388077,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-49b1e2e4ca7449e9ba0325bbdffaf734"",""source_attempt_sha256"":""5256fef1c0e6500cff81bf926f3f27b298fda8a734dba11306cae24202cef1fd"",""source_config_sha256"":""36d2729b509eb06d511286ac4cb2f03c8cf5d919afe37d85cc128e3ef5d54d9f"",""source_recipe_sha256"":""18bd463c586e307baf064a6ae2bd87b5231adbf417cdd160003505b4287d6527"",""source_session_id"":""18c63155c4994eb8853e9db808e5e615""}"
confirmation-14b,inherited_or_current_setup,81,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287158647054036,287158799103464,0.152049428,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,82,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287158926712883,287298625282915,139.698570032,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-70c3b5d04ef7494f885780f85ba3b4e5"",""source_attempt_sha256"":""75a13e3ff49e5e3993def9e480ff6ddce554a707d7ebdf5c8352c07571080daa"",""source_config_sha256"":""36d2729b509eb06d511286ac4cb2f03c8cf5d919afe37d85cc128e3ef5d54d9f"",""source_recipe_sha256"":""18bd463c586e307baf064a6ae2bd87b5231adbf417cdd160003505b4287d6527"",""source_session_id"":""18c63155c4994eb8853e9db808e5e615""}"
confirmation-14b,inherited_or_current_setup,83,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287298625282915,287298840141536,0.214858621,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,84,runtime-admission,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287320859890721,287323944976512,3.085085791,0,recipe/setup/hardware/prior-cost admission; actual shard and binary verification occurs inside each retained attempt
confirmation-14b,inherited_or_current_setup,85,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287323996555101,287330126211629,6.129656528,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-be5e5948f72a445aabaa85c068208136"",""source_attempt_sha256"":""6cbc4d49f030d785159730e608cf01e45d4ef16f5cf28dd758849cd5be534cc2"",""source_config_sha256"":""12a6f846020b564e414794290c679047a99df1bda471f64d75837ef20faf7ebf"",""source_recipe_sha256"":""b197606b27b6f9c5d25fc81d2c27a1584d5560bce888912e80bb12e474022468"",""source_session_id"":""54da237947ac4426983e805175403395""}"
confirmation-14b,inherited_or_current_setup,86,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287330126211629,287330238562431,0.112350802,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,87,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287330320657113,287336560521375,6.239864262,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-e3062f1adbe444078edd4548b198a9e0"",""source_attempt_sha256"":""d6672ed23353058bf45811322d7c002d27ba76a0e715f20f06a7bd2dbfaf950a"",""source_config_sha256"":""12a6f846020b564e414794290c679047a99df1bda471f64d75837ef20faf7ebf"",""source_recipe_sha256"":""b197606b27b6f9c5d25fc81d2c27a1584d5560bce888912e80bb12e474022468"",""source_session_id"":""54da237947ac4426983e805175403395""}"
confirmation-14b,inherited_or_current_setup,88,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287336560521375,287336701640508,0.141119133,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,89,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287336813287060,287343084995687,6.271708627,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-45af48da75a14de98489227a2d528ccc"",""source_attempt_sha256"":""7d1a42081988dd7279644ee5cbabb4d3ab744c6e10d6b359adfce9a305245bb3"",""source_config_sha256"":""12a6f846020b564e414794290c679047a99df1bda471f64d75837ef20faf7ebf"",""source_recipe_sha256"":""b197606b27b6f9c5d25fc81d2c27a1584d5560bce888912e80bb12e474022468"",""source_session_id"":""54da237947ac4426983e805175403395""}"
confirmation-14b,inherited_or_current_setup,90,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287343084995687,287343247656206,0.162660519,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,91,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287343386068774,287349773036893,6.386968119,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-fd6771027773471e953b29a541459d73"",""source_attempt_sha256"":""3b467790a69df086a76704cc1bcc52823d51a0b3a27e0c9bb9c47b5a886faa9e"",""source_config_sha256"":""12a6f846020b564e414794290c679047a99df1bda471f64d75837ef20faf7ebf"",""source_recipe_sha256"":""b197606b27b6f9c5d25fc81d2c27a1584d5560bce888912e80bb12e474022468"",""source_session_id"":""54da237947ac4426983e805175403395""}"
confirmation-14b,inherited_or_current_setup,92,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287349773036893,287349963121984,0.190085091,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,93,runtime-admission,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287959603938928,287962889750848,3.28581192,0,recipe/setup/hardware/prior-cost admission; actual shard and binary verification occurs inside each retained attempt
confirmation-14b,inherited_or_current_setup,94,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287962943351809,287973134320475,10.190968666,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-08bf3387a127497eb05a8a0882bc4a60"",""source_attempt_sha256"":""bfbf1ccec8e601066dcd4f3d0bc783f886a84bb1c863f047783dbeb08f4b13e5"",""source_config_sha256"":""46d7f1b811b406df51dad9bd203e30ea60d7933c8dfb22fe4398499eaa92c2a4"",""source_recipe_sha256"":""9f403ac067b94d64b07e61af7e7a6d3c4d90968a7ba445ee9ce6720954271626"",""source_session_id"":""259c39a1d92340bfa7fa5f465e2cf0ec""}"
confirmation-14b,inherited_or_current_setup,95,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287973134320475,287973252355261,0.118034786,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,96,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287973325545817,287988737067936,15.411522119,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-3646b50a4e7f416295b4b8ef93b20ac8"",""source_attempt_sha256"":""6cd3c9e7b8f82aef1935c44def5baf2971bfceeca8209e499c8320ff3e3887a5"",""source_config_sha256"":""46d7f1b811b406df51dad9bd203e30ea60d7933c8dfb22fe4398499eaa92c2a4"",""source_recipe_sha256"":""9f403ac067b94d64b07e61af7e7a6d3c4d90968a7ba445ee9ce6720954271626"",""source_session_id"":""259c39a1d92340bfa7fa5f465e2cf0ec""}"
confirmation-14b,inherited_or_current_setup,97,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287988737067936,287988857774162,0.120706226,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,98,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,287988958432711,288003356590490,14.398157779,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-d06d629c537749539419e33e8fb89e5e"",""source_attempt_sha256"":""909ce5b9fcfb498c1548ebb493ecafc3d9c2f3ad54378482476692b49f12f0c7"",""source_config_sha256"":""46d7f1b811b406df51dad9bd203e30ea60d7933c8dfb22fe4398499eaa92c2a4"",""source_recipe_sha256"":""9f403ac067b94d64b07e61af7e7a6d3c4d90968a7ba445ee9ce6720954271626"",""source_session_id"":""259c39a1d92340bfa7fa5f465e2cf0ec""}"
confirmation-14b,inherited_or_current_setup,99,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,288003356590490,288003512417325,0.155826835,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,100,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,288003640809691,288013758030203,10.117220512,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-e76b70a0126a44b8a024f61f464a32f4"",""source_attempt_sha256"":""cabc518602f929e07cc411945e3d153bb26f5e27887de00ec8d3d42de74342f3"",""source_config_sha256"":""46d7f1b811b406df51dad9bd203e30ea60d7933c8dfb22fe4398499eaa92c2a4"",""source_recipe_sha256"":""9f403ac067b94d64b07e61af7e7a6d3c4d90968a7ba445ee9ce6720954271626"",""source_session_id"":""259c39a1d92340bfa7fa5f465e2cf0ec""}"
confirmation-14b,inherited_or_current_setup,101,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,288013758030203,288013940424166,0.182393963,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,102,runtime-admission,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,288212123587107,288215556709220,3.433122113,0,recipe/setup/hardware/prior-cost admission; actual shard and binary verification occurs inside each retained attempt
confirmation-14b,inherited_or_current_setup,103,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,288215608998250,288277394652648,61.785654398,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-6e1d6aae3bb44acba3d2c26ce412eb3e"",""source_attempt_sha256"":""c5d498be95eaa570c150b6aa2df3eda202431dedec722b51343a8e1f5589f64d"",""source_config_sha256"":""acf3aa1fc8f5717eae113287f7c8a62a3d5b6e01c0d813139b734593d8947247"",""source_recipe_sha256"":""908f214c2deeac8f40433332c3524d963ad70d4eed6949ad11e4d422778a6907"",""source_session_id"":""4683d11655264739b9e08e7835c94593""}"
confirmation-14b,inherited_or_current_setup,104,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,288277394652648,288277516326566,0.121673918,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,105,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,288277602000744,288322890720891,45.288720147,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-5c47e3d568704c4baee9929ec1e79037"",""source_attempt_sha256"":""044847798043d43fc08ca377f120e2d94d67bc1c99900ef3dd29ecf5a40e50d6"",""source_config_sha256"":""acf3aa1fc8f5717eae113287f7c8a62a3d5b6e01c0d813139b734593d8947247"",""source_recipe_sha256"":""908f214c2deeac8f40433332c3524d963ad70d4eed6949ad11e4d422778a6907"",""source_session_id"":""4683d11655264739b9e08e7835c94593""}"
confirmation-14b,inherited_or_current_setup,106,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,288322890720891,288323036053592,0.145332701,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,107,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,288323149780322,288367811977133,44.662196811,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-53cedc1e12bd4444b72ec00d9834c3b3"",""source_attempt_sha256"":""b8a663923f9b8ed3f6cb9ee4a5acfafba4aa47a357dbf051075c1fe03b93b8bf"",""source_config_sha256"":""acf3aa1fc8f5717eae113287f7c8a62a3d5b6e01c0d813139b734593d8947247"",""source_recipe_sha256"":""908f214c2deeac8f40433332c3524d963ad70d4eed6949ad11e4d422778a6907"",""source_session_id"":""4683d11655264739b9e08e7835c94593""}"
confirmation-14b,inherited_or_current_setup,108,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,288367811977133,288367988735148,0.176758015,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,109,predecessor-study-attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,288368121537710,288430109955786,61.988418076,0,"{""expected_requests"":8,""observed_requests"":8,""purpose"":""DEVELOPMENT"",""scope"":""prior recipe trial retained, not a cell in this recipe"",""source_attempt_id"":""attempt-27208fbbabd54825b71bef1ce6b90514"",""source_attempt_sha256"":""51e8022179567796eede3ab9747b6dbd3c9e7c751d1e54ae423add8e3443ab7c"",""source_config_sha256"":""acf3aa1fc8f5717eae113287f7c8a62a3d5b6e01c0d813139b734593d8947247"",""source_recipe_sha256"":""908f214c2deeac8f40433332c3524d963ad70d4eed6949ad11e4d422778a6907"",""source_session_id"":""4683d11655264739b9e08e7835c94593""}"
confirmation-14b,inherited_or_current_setup,110,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,288430109955786,288430309574830,0.199619044,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,inherited_or_current_setup,111,runtime-admission,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,288435544593894,288439221716437,3.677122543,0,recipe/setup/hardware/prior-cost admission; actual shard and binary verification occurs inside each retained attempt
confirmation-14b,native_attempt,attempt-c11d044ecdb642b3b22ced85ff8e0c18,attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,288439271720658,289541273628403,1102.001907745,,baseline
confirmation-14b,inherited_or_current_setup,112,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,289541273628403,289541412864045,0.139235642,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,native_attempt,attempt-033f9d36d8aa4b3cbe5aa44db0bfb48f,attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,289541500676465,289818551282714,277.050606249,,candidate
confirmation-14b,inherited_or_current_setup,113,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,289818551282714,289818731265735,0.179983021,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,native_attempt,attempt-da272db19c274606b494cda494c0971b,attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,289818881156773,290105797734010,286.916577237,,candidate
confirmation-14b,inherited_or_current_setup,114,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,290105797734010,290106077820123,0.280086113,0,raw hashing and immutable recipe-attempt publication
confirmation-14b,native_attempt,attempt-09705c8591f64372be44520df2ee1d34,attempt,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,290106272092273,291209673648123,1103.40155585,,baseline
confirmation-14b,inherited_or_current_setup,115,artifact-finalization,COMPLETED,bf6e335a-b7ba-4c68-ba5f-b7c47549b388,291209673648123,291210012268005,0.338619882,0,raw hashing and immutable recipe-attempt publication
